NUM,DATE,SAMPLE,REPLICATE,ANIMAL,BATCH,SUB_1_RP,SUB_2_H,SUB_3_LS,SUB_4_LP,AI,PI,ALTO,FRAG_CRO,MOT_PRE,MOT_POS,CONC_CAMARA,VF,AD,VAP,VSL,VCL,ALH,BCF,STR,LIN,MOTILE_PCT,PROGRESSIVE_PCT,RAPID_PCT,MEDIUM_PCT,SLOW_PCT,STATIC_PCT,CLIV,BLAST_D8,CELLS_COUNT
249,09/01/2016,314,47,NE205,004_06,14.02,44.55,29.6,11.84,85.2,64.1,76.8,1.06,65,20,16,27,0,98.7,80.3,198.9,9.8,24.9,80,42,17,14,7,0,12,0,63.793,8.621,229
250,30/01/2016,355,50,NE205,203_05,36.28,22.93,33.24,7.55,93.4,82.9,75.4,0.12,55,45,36,137,52,93.5,75.2,180.5,8.8,30,77,41,38,24,32,7,31,30,64.063,26.563,.
251,15/05/2018,r16,roc3,NE205,203_05,36.28,22.93,33.24,7.55,93.1,99.7,80.5,0.25,75,80,60,240,190,87.4,76.2,155.6,7.1,33.3,84,48,57,36,41,16,23,20,66.667,11.111,182.286
252,.,r46,Roc7,NE205,203_05,36.28,22.93,33.24,7.55,97.6,68.7,1.6,2.04,80,80,70,504,414,109.9,95.2,181.1,7.2,32.1,85,53,54,40,48,6,12,34,84.507,35.211,152.5
253,30/01/2016,354,50,NE205,208_05,26.88,10.92,26.06,36.15,88.6,72.9,73.6,0.15,55,55,27,123,38,122.8,98.3,224.6,9.9,30,77,44,78,52,70,8,13,9,76.812,23.188,163.6
254,.,r49,Roc8,NE205,208_05,26.88,10.92,26.06,36.15,88,74.2,63.6,3.29,70,70,47,293,202,68.1,54,136.9,7.2,27.6,79,42,31,21,25,6,28,40,82.54,25.397,.
255,.,r29,Roc5,NE205,208_05,26.88,10.92,26.06,36.15,94.8,88.1,84.4,0.87,80,80,57,410,320,132.3,109.7,209.1,7.8,31.5,79,51,88,62,83,4,8,4,70.588,14.706,.
256,28/08/2015,192,34,NE100,009_06,40.49,32.52,17.18,9.82,86.7,27.6,66.7,1.48,60,55,17,82,0,82.9,62,187.8,9.5,26.6,75,36,47,29,41,6,20,33,67.105,25.333,155.182
257,23/01/2016,335,49,NE100,009_06,40.49,32.52,17.18,9.82,85.5,70.9,72,0.084,60,40,20,66,0,88.6,62.3,212.6,9.8,29.4,71,31,49,27,43,5,14,37,79.688,31.25,.
258,30/01/2016,342,50,NE100,009_06,40.49,32.52,17.18,9.82,79.6,56.3,88.5,0.45,45,30,21,52,0,113.9,91.4,240.3,11.2,29.7,78,38,62,47,59,3,11,27,71.429,17.91,211.9
259,21/08/2015,186,33,NE100,031_06,34.9,20.26,29.46,15.38,73.6,44.6,51.3,0.11,20,50,32,141,51,90.6,70.4,188.7,8.2,31.5,76,38,46,30,41,4,15,39,72.152,8.861,250.667
260,17/09/2015,225,37,NE100,031_06,34.9,20.26,29.46,15.38,70.3,34.3,49.9,0.18,30,60,20,99,14,97.3,75.1,200.9,7.7,37.4,78,40,51,33,45,5,10,39,79.412,16.176,.
261,20/10/2015,258,41,NE100,031_06,34.9,20.26,29.46,15.38,72.3,32.8,58.6,1.88,60,60,16,82,0,96.7,68,215.8,8.6,30.2,72,33,57,32,54,3,10,33,76.623,27.273,128
262,30/01/2016,352,50,NE100,091_01,36.98,7.9,21.72,33.39,85.2,57.9,75.3,1.48,55,45,24,90,5,99.9,79.2,200.3,9.2,31.9,78,40,51,37,46,5,22,27,60,11.667,247
263,15/05/2018,r13,Roc3,NE100,091_01,36.98,7.9,21.72,33.39,90.9,66.7,71.1,0.49,90,80,50,360,270,135.5,122.6,214.2,8,37.7,87,56,80,68,74,6,15,5,.,.,.
264,.,r45,Roc7,NE100,091_01,36.98,7.9,21.72,33.39,.,.,.,3.16,60,75,63,421,331,119.3,104.3,200.4,7.7,34.2,86,53,67,57,65,2,5,28,64.789,8.571,.
265,16/11/4476,136,26,NE116,200_05,30.29,5.16,40.45,24.1,77.7,37,58.9,1.57,60,70,19,90,0,87.6,75.8,168.4,7.2,38.3,86,46,39,32,35,4,14,47,82.716,42.045,226.333
266,11/08/2015,165,30,NE116,200_05,30.29,5.16,40.45,24.1,84.5,56.8,77.5,0.62,50,50,119,535,445,82.7,65.6,165.9,7.5,36.2,77,40,70,45,58,12,12,18,71.605,23.077,217.667
267,28/08/2015,193,34,NE116,200_05,30.29,5.16,40.45,24.1,81.1,18.9,74.7,2.43,65,75,35,236,146,90.9,69.8,189.9,8.1,32.1,78,40,59,42,54,5,14,27,72,14.667,117.4
268,19/11/2015,277,43,NE116,200_05,30.29,5.16,40.45,24.1,78,51.4,31.1,1.18,60,65,25,138,53,96.3,86.1,163,7.3,31.1,89,59,59,49,50,9,13,29,81.159,44.286,96
269,19/11/2015,276,43,NE116,024_06,14.04,8.77,32.46,44.74,81.5,44.1,43.9,1.18,55,60,65,331,246,135.3,128.6,173.2,4.3,45.4,94,75,44,41,42,2,4,52,69.863,17.808,188
270,09/01/2016,312,47,NE116,024_06,14.04,8.77,32.46,44.74,83.1,57.3,68,0.096,50,30,24,61,0,73.9,60.7,150.4,6.6,33.1,82,44,15,14,0,0,6,0,68.852,13.115,191
271,30/01/2016,344,50,NE116,024_06,14.04,8.77,32.46,44.74,82.6,63.1,70.5,0.74,45,45,35,113,48,115.9,98.8,210.6,8.9,32.3,84,47,47,37,43,5,14,39,74.627,4.167,.
272,12/01/2016,328,48,NE116,202_05,10.71,35.71,25,28.57,82.8,57.5,65.2,0.34,45,45,22,82,0,104,89.2,187.2,8.6,29.3,82,47,37,27,32,5,33,29,87.097,32.258,.
273,30/01/2016,350,50,NE116,202_05,10.71,35.71,25,28.57,83.9,59.3,55,0.38,45,55,16,72,0,97.3,85.8,180.7,8.7,33.8,87,50,35,26,29,7,27,38,69.231,20,.
274,08/05/2018,r7,Roc2,NE116,202_05,10.71,35.71,25,28.57,84.3,62.9,64.4,0.11,75,85,32,241,151,86,75.1,165.9,7.1,24.8,84,44,59,44,56,4,7,33,53.731,14.925,117.25
275,16/03/6938,137,26,NE077,180_05,37.83,1.07,32.15,28.95,84.4,61.2,57.8,1.44,40,60,22,118,28,106.7,84.4,217.9,10.6,31.2,76,38,39,25,35,4,28,33,71.91,10.112,204
276,01/10/2015,230,38,NE077,180_05,37.83,1.07,32.15,28.95,76.9,50.5,71.7,0.14,30,60,17,84,0,99.9,85.5,182.3,7.5,36,83,47,38,27,33,5,28,34,77.174,9.783,156.5
277,20/10/2015,260,41,NE077,180_05,37.83,1.07,32.15,28.95,79.6,51.2,74.2,0.64,40,20,29,49,0,106.4,98.2,144.5,5,33.8,90,67,24,20,22,3,4,72,81.25,25,122
278,09/01/2016,313,47,NE077,180_05,37.83,1.07,32.15,28.95,87.3,74.1,76,0.067,30,65,17,84,0,88.9,68.6,187.9,7.9,31.7,77,38,14,3,0,0,9,0,78.125,14.063,153.222
279,12/01/2016,324,48,NE077,178_05,46.84,29.11,21.52,2.53,88.1,76,.,0.075,55,55,48,222,137,112.1,95.7,209.7,10.2,28.7,84,48,54,40,47,7,18,28,59.375,13.846,.
280,30/01/2016,345,50,NE077,178_05,46.84,29.11,21.52,2.53,84,62.4,67.5,2.39,40,55,37,170,85,132.7,114.5,232.1,9.6,30.2,84,49,53,42,49,4,12,35,55.556,6.25,.
281,.,r42,Roc7,NE077,178_05,46.84,29.11,21.52,2.53,87.7,78.6,77.6,2.39,80,85,72,518,428,106.8,99.9,173.4,5.2,47,93,59,67,60,62,5,5,29,64.286,7.042,.
282,12/01/2016,325,48,NE077,208_05,16.55,22.3,36.9,24.25,81.7,62.2,62.6,0.13,55,55,23,105,20,119.9,106.5,197.6,7.8,36.1,87,55,34,27,30,4,14,52,74.603,15.873,.
283,.,r43,Roc7,NE077,208_05,16.55,22.3,36.9,24.25,98.1,71.9,0.2,2.76,80,80,34,241,151,127.7,118.2,199.4,6.7,38.7,91,60,63,59,61,2,11,26,63.014,5.479,.
284,.,r28,Roc5,NE077,208_05,16.55,22.3,36.9,24.25,84.9,73.2,64.6,1.06,65,80,23,162,72,149.7,133.9,225.1,7.7,37.1,88,59,83,73,80,3,10,7,56.338,7.042,183.333
285,.,r62,Roc10,NE077,208_05,16.55,22.3,36.9,24.25,77.3,65.7,62.4,3.04,55,70,30,189,99,88.3,81.3,144.4,4.6,46.2,91,59,51,42,45,6,9,41,61.972,14.085,.
286,01/10/2015,231,38,NE077,212_05,19.85,21.54,33.71,24.91,65.4,36.9,59.8,0.48,40,70,10,57,0,93.5,81,169.6,6.9,36.8,84,48,35,27,31,4,10,55,84.706,12.941,.
287,.,r26,Roc5,NE077,212_05,19.85,21.54,33.71,24.91,69,56,50.5,0.94,50,60,21,111,21,131.7,111.4,218.2,8.9,31.5,81,50,76,57,70,6,16,8,70.492,11.475,.
288,.,r44,Roc7,NE077,212_05,19.85,21.54,33.71,24.91,85,49.9,1.3,2.48,60,75,29,192,102,111,102,177.1,6.4,37.1,90,59,46,40,43,3,11,43,58.571,11.268,141.667
289,11/08/2015,164,30,NE049,016_04,22.96,38.16,28.75,10.13,80.4,46.1,56.8,3.94,40,60,29,153,63,76.5,59.1,155,59.1,33,78,44,62,26,39,23,19,19,70.886,10.127,.
290,21/08/2015,188,33,NE049,016_04,22.96,38.16,28.75,10.13,88,66.8,62.6,0.03,55,70,41,255,165,105.6,82,218.9,9.5,32.4,78,40,69,49,65,5,10,20,79.487,12.821,137.667
291,17/09/2015,223,37,NE049,016_04,22.96,38.16,28.75,10.13,86.5,61.6,68.5,0.18,70,50,36,151,66,97.9,77,168.6,6,38.5,81,50,32,21,27,5,7,60,82.192,16.438,57
292,21/08/2015,190,33,NE049,017_04,8.66,34.46,30.3,26.59,88.8,63.8,54,0.14,75,60,39,242,152,130.5,110.5,224.7,8.7,31.8,82,49,72,56,69,3,13,15,80.952,23.81,.
293,11/09/2015,201,35,NE049,017_04,8.66,34.46,30.3,26.59,87.9,65.5,70.1,.,60,65,74,429,339,87.9,73.3,162.8,5.5,42.6,85,48,57,44,51,6,11,32,63.636,22.078,171
294,20/10/2015,257,41,NE049,017_04,8.66,34.46,30.3,26.59,91.7,72.4,58.7,0.61,50,70,38,223,138,101.2,79.4,219.1,9.6,30.9,78,38,57,41,52,5,14,29,79.73,25.333,109.6
295,20/10/2015,256,41,NE049,015_04,23.56,34.38,6.51,35.55,.,.,.,.,40,70,34,202,117,96.6,80.5,188.2,8,35.3,83,47,65,48,59,7,6,28,70.37,27.273,.
296,17/09/2015,222,37,NE049,015_04,23.56,34.38,6.51,35.55,89.3,68.8,74.5,0.011,40,70,22,128,43,94.9,84.3,142.3,4,40.9,90,63,58,48,53,6,10,31,82.857,21.429,127.5
297,.,r52,Roc9,NE049,015_04,23.56,34.38,6.51,35.55,80.7,61.7,69.9,3.14,80,85,39,295,205,99.6,83.8,174.4,7.4,32.2,83,48,77,60,71,5,11,12,81.159,43.478,185
298,.,r57,Roc10,NE049,015_04,23.56,34.38,6.51,35.55,89.8,70.2,68.2,3.24,80,90,52,374,284,94.6,85.3,135.1,4.5,39.8,89,65,73,64,70,4,12,15,83.333,42.466,.
299,20/10/2015,249,41,NE070,006_01,31.62,23.04,37.99,7.35,89.4,56.3,71.9,0.051,60,70,78,461,376,79.5,63.2,155,7.6,26.5,78,41,41,26,33,8,22,37,80.282,34.247,.
300,29/10/2015,266,42,NE070,006_01,31.62,23.04,37.99,7.35,89.6,65.5,94.8,0.31,50,65,31,168,83,108.3,93.9,183.4,7.1,36.3,85,54,60,51,58,3,7,33,80.822,31.944,162.333
301,19/11/2015,273,43,NE070,006_01,31.62,23.04,37.99,7.35,93.9,76.4,64.1,1.47,55,70,30,179,94,83.3,70,168.3,7.6,34.5,83,44,44,33,38,6,17,38,90.141,43.662,111.5
302,09/01/2016,310,47,NE070,006_01,31.62,23.04,37.99,7.35,94.6,75.6,83.6,0.03,55,45,31,119,34,74.9,64.7,123.5,5,32.4,84,53,19,33,1,0,15,0,77.612,29.851,171
303,12/01/2016,322,48,NE070,006_01,31.62,23.04,37.99,7.35,.,.,.,0.15,45,60,29,146,60,78.7,56.1,139,6.4,30.9,72,43,31,13,24,7,21,48,75,26.866,228
304,20/10/2015,253,41,NE070,011_01,29.31,25.17,30.34,15.17,84.8,51.6,60.4,0.037,60,70,32,190,105,80.3,61.7,161.5,8.1,28.6,77,40,53,31,44,9,20,27,76.623,30.263,182
305,29/10/2015,267,42,NE070,011_01,29.31,25.17,30.34,15.17,68.6,39,33.6,0.92,65,40,20,66,0,82.9,71.7,151.1,7.7,30.7,85,50,60,40,44,17,19,20,80,18.571,.
306,19/11/2015,272,43,NE070,011_01,29.31,25.17,30.34,15.17,98.1,71.3,17.1,3,40,70,22,128,43,94.1,84.9,160.3,5.7,41.8,88,54,30,24,26,4,7,63,84.286,27.143,197
307,09/01/2016,308,47,NE070,011_01,29.31,25.17,30.34,15.17,85,57.9,70.8,0.014,30,45,22,84,0,77.8,62.1,150.5,7.5,23.7,76,41,15,16,0,0,9,0,77.778,25.397,195
308,12/01/2016,321,48,NE070,011_01,29.31,25.17,30.34,15.17,86.3,61.7,72.4,0.009,55,55,46,212,127,100.3,83.2,169.3,7.3,32.7,78,48,32,20,26,6,20,48,67.164,26.866,119.667
309,01/10/2015,228,38,NE070,005_01,33.04,29.05,5.1,32.82,85.5,49.9,73.5,0.034,30,60,46,232,147,101.8,93.1,147.3,4.9,39.4,89,62,40,31,33,7,13,47,81.818,33.766,185
310,06/10/2015,237,39,NE070,005_01,33.04,29.05,5.1,32.82,93.8,74,67.5,0.078,50,40,27,92,7,87.1,78.9,140.6,5.3,36.7,89,59,42,31,32,9,7,51,81.944,36.111,229.571
311,29/10/2015,268,42,NE070,005_01,33.04,29.05,5.1,32.82,92.5,67.7,65.1,0.27,45,70,27,157,72,95,84.8,156.3,5.1,44.1,88,55,35,30,33,2,5,60,77.941,37.313,.
312,21/08/2015,182,33,NE070,105_00,33.04,29.05,5.1,32.82,89.5,59.7,63.6,0.013,50,45,29,117,27,90.5,75.1,169.2,7.3,32.3,79,44,44,28,36,8,26,30,81.707,25.61,149.5
313,01/10/2015,229,38,NE070,105_00,33.04,29.05,5.1,32.82,81.3,43.5,40.8,0,50,50,40,170,85,73,57.3,136,6.1,36.4,76,42,36,19,26,11,20,44,87.342,39.241,174.833
314,06/10/2015,238,39,NE070,105_00,33.04,29.05,5.1,32.82,89,61.8,64.9,0.021,70,70,21,122,37,85.4,72.1,163.7,7.3,33.3,83,45,42,32,37,5,10,48,86.667,36.986,.
